crop_id,location_id,season,transplant,harvest,avg_temp_c,avg_humidity,production
crop:aman,loc:district:meherpur,Kharif 2,June,Nov to Dec,26.0,72.5,105565
crop:aman,loc:district:moulvibazar,Kharif 2,June,Nov to Dec,26.0,72.5,296432
crop:aman,loc:district:munshiganj,Kharif 2,June,Nov to Dec,26.0,72.5,16453
crop:aman,loc:district:mymensingh,Kharif 2,June,Nov to Dec,26.0,72.5,644590
crop:aman,loc:district:naogaon,Kharif 2,June,Nov to Dec,26.0,72.5,506606
crop:aman,loc:district:narail,Kharif 2,June,Nov to Dec,26.0,72.5,91033
crop:aman,loc:district:narayanganj,Kharif 2,June,Nov to Dec,26.0,72.5,10831
crop:aman,loc:district:narsingdi,Kharif 2,June,Nov to Dec,26.0,72.5,101595
crop:aman,loc:district:natore,Kharif 2,June,Nov to Dec,26.0,72.5,204517
crop:aman,loc:district:netrokona,Kharif 2,June,Nov to Dec,26.0,72.5,329444
crop:aman,loc:district:nilphamari,Kharif 2,June,Nov to Dec,26.0,72.5,308476
crop:aman,loc:district:noakhali,Kharif 2,June,Nov to Dec,26.0,72.5,395848
crop:aman,loc:district:pabna,Kharif 2,June,Nov to Dec,26.0,72.5,192384
crop:aman,loc:district:panchagar,Kharif 2,June,Nov to Dec,26.0,72.5,306853
crop:aman,loc:district:patuakhali,Kharif 2,June,Nov to Dec,26.0,72.5,323592
crop:aman,loc:district:pirojpur,Kharif 2,June,Nov to Dec,26.0,72.5,99988
crop:aman,loc:district:rajbari,Kharif 2,June,Nov to Dec,26.0,72.5,107247
crop:aman,loc:district:rajshahi,Kharif 2,June,Nov to Dec,26.0,72.5,232548
crop:aman,loc:district:rangamati,Kharif 2,June,Nov to Dec,26.0,72.5,28765
crop:aman,loc:district:rangpur,Kharif 2,June,Nov to Dec,26.0,72.5,442446
crop:aman,loc:district:satkhira,Kharif 2,June,Nov to Dec,26.0,72.5,230274
crop:aman,loc:district:shariatpur,Kharif 2,June,Nov to Dec,26.0,72.5,23078
crop:aman,loc:district:sherpur,Kharif 2,June,Nov to Dec,26.0,72.5,192829
crop:aman,loc:district:sirajganj,Kharif 2,June,Nov to Dec,26.0,72.5,221083
crop:aman,loc:district:sunamganj,Kharif 2,June,Nov to Dec,26.0,72.5,207494
crop:aman,loc:district:sylhet,Kharif 2,June,Nov to Dec,26.0,72.5,356207
crop:aman,loc:district:tangail,Kharif 2,June,Nov to Dec,26.0,72.5,207672
crop:aman,loc:district:thakurgaon,Kharif 2,June,Nov to Dec,26.0,72.5,349856
crop:amra,loc:district:bagerhat,Kharif 1,June,August to September,25.0,70.0,1119
crop:amra,loc:district:bandarban,Kharif 1,June,August to September,25.0,70.0,167
crop:amra,loc:district:barguna,Kharif 1,June,August to September,25.0,70.0,1469
crop:amra,loc:district:barishal,Kharif 1,June,August to September,25.0,70.0,5500
crop:amra,loc:district:bhola,Kharif 1,June,August to September,25.0,70.0,763
crop:amra,loc:district:bogura,Kharif 1,June,August to September,25.0,70.0,790
crop:amra,loc:district:brahmanbaria,Kharif 1,June,August to September,25.0,70.0,13
crop:amra,loc:district:chandpur,Kharif 1,June,August to September,25.0,70.0,263
crop:amra,loc:district:chapai-nawabganj,Kharif 1,June,August to September,25.0,70.0,155
crop:amra,loc:district:chattogram,Kharif 1,June,August to September,25.0,70.0,457
crop:amra,loc:district:chuadanga,Kharif 1,June,August to September,25.0,70.0,362
crop:amra,loc:district:coxsbazar,Kharif 1,June,August to September,25.0,70.0,370
crop:amra,loc:district:cumilla,Kharif 1,June,August to September,25.0,70.0,357
crop:amra,loc:district:dhaka,Kharif 1,June,August to September,25.0,70.0,235
crop:amra,loc:district:dinajpur,Kharif 1,June,August to September,25.0,70.0,569
crop:amra,loc:district:faridpur,Kharif 1,June,August to September,25.0,70.0,647
crop:amra,loc:district:feni,Kharif 1,June,August to September,25.0,70.0,55
crop:amra,loc:district:gaibandha,Kharif 1,June,August to September,25.0,70.0,149
crop:amra,loc:district:gazipur,Kharif 1,June,August to September,25.0,70.0,236
crop:amra,loc:district:gopalganj,Kharif 1,June,August to September,25.0,70.0,591
crop:amra,loc:district:habiganj,Kharif 1,June,August to September,25.0,70.0,533
crop:amra,loc:district:jamalpur,Kharif 1,June,August to September,25.0,70.0,350
crop:amra,loc:district:jashore,Kharif 1,June,August to September,25.0,70.0,1220
crop:amra,loc:district:jhallokati,Kharif 1,June,August to September,25.0,70.0,4550
crop:amra,loc:district:jhenaidah,Kharif 1,June,August to September,25.0,70.0,1407
crop:amra,loc:district:joypurhat,Kharif 1,June,August to September,25.0,70.0,303
crop:amra,loc:district:khagrachari,Kharif 1,June,August to September,25.0,70.0,266
crop:amra,loc:district:khulna,Kharif 1,June,August to September,25.0,70.0,883
crop:amra,loc:district:kishoreganj,Kharif 1,June,August to September,25.0,70.0,567
crop:amra,loc:district:kurigram,Kharif 1,June,August to September,25.0,70.0,167
crop:amra,loc:district:kushtia,Kharif 1,June,August to September,25.0,70.0,582
crop:amra,loc:district:lakshmipur,Kharif 1,June,August to September,25.0,70.0,360
crop:amra,loc:district:lalmonirhat,Kharif 1,June,August to September,25.0,70.0,9
crop:amra,loc:district:madaripur,Kharif 1,June,August to September,25.0,70.0,699
crop:amra,loc:district:magura,Kharif 1,June,August to September,25.0,70.0,992
crop:amra,loc:district:manikganj,Kharif 1,June,August to September,25.0,70.0,74
crop:amra,loc:district:meherpur,Kharif 1,June,August to September,25.0,70.0,187
crop:amra,loc:district:moulvibazar,Kharif 1,June,August to September,25.0,70.0,772
crop:amra,loc:district:munshiganj,Kharif 1,June,August to September,25.0,70.0,137
crop:amra,loc:district:mymensingh,Kharif 1,June,August to September,25.0,70.0,684
crop:amra,loc:district:naogaon,Kharif 1,June,August to September,25.0,70.0,344
crop:amra,loc:district:narail,Kharif 1,June,August to September,25.0,70.0,1334
crop:amra,loc:district:narayanganj,Kharif 1,June,August to September,25.0,70.0,137
crop:amra,loc:district:narsingdi,Kharif 1,June,August to September,25.0,70.0,220
crop:amra,loc:district:natore,Kharif 1,June,August to September,25.0,70.0,830
crop:amra,loc:district:netrokona,Kharif 1,June,August to September,25.0,70.0,327
crop:amra,loc:district:nilphamari,Kharif 1,June,August to September,25.0,70.0,104
crop:amra,loc:district:noakhali,Kharif 1,June,August to September,25.0,70.0,586
crop:amra,loc:district:pabna,Kharif 1,June,August to September,25.0,70.0,243
crop:amra,loc:district:panchagar,Kharif 1,June,August to September,25.0,70.0,120
crop:amra,loc:district:patuakhali,Kharif 1,June,August to September,25.0,70.0,493
crop:amra,loc:district:pirojpur,Kharif 1,June,August to September,25.0,70.0,4589
crop:amra,loc:district:rajbari,Kharif 1,June,August to September,25.0,70.0,537
crop:amra,loc:district:rajshahi,Kharif 1,June,August to September,25.0,70.0,533
crop:amra,loc:district:rangamati,Kharif 1,June,August to September,25.0,70.0,221
crop:amra,loc:district:rangpur,Kharif 1,June,August to September,25.0,70.0,120
crop:amra,loc:district:satkhira,Kharif 1,June,August to September,25.0,70.0,1075
crop:amra,loc:district:shariatpur,Kharif 1,June,August to September,25.0,70.0,340
crop:amra,loc:district:sherpur,Kharif 1,June,August to September,25.0,70.0,305
crop:amra,loc:district:sirajganj,Kharif 1,June,August to September,25.0,70.0,279
crop:amra,loc:district:sunamganj,Kharif 1,June,August to September,25.0,70.0,31
crop:amra,loc:district:sylhet,Kharif 1,June,August to September,25.0,70.0,140
crop:amra,loc:district:tangail,Kharif 1,June,August to September,25.0,70.0,502
crop:amra,loc:district:thakurgaon,Kharif 1,June,August to September,25.0,70.0,108
crop:arhar,loc:district:bagerhat,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:bandarban,Kharif 2,Aug,Nov,28.0,35.0,17
crop:arhar,loc:district:barguna,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:barishal,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:bhola,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:bogura,Kharif 2,Aug,Nov,28.0,35.0,2
crop:arhar,loc:district:brahmanbaria,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:chandpur,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:chapai-nawabganj,Kharif 2,Aug,Nov,28.0,35.0,19
crop:arhar,loc:district:chattogram,Kharif 2,Aug,Nov,28.0,35.0,23
crop:arhar,loc:district:chuadanga,Kharif 2,Aug,Nov,28.0,35.0,6
crop:arhar,loc:district:coxsbazar,Kharif 2,Aug,Nov,28.0,35.0,4
crop:arhar,loc:district:cumilla,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:dhaka,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:dinajpur,Kharif 2,Aug,Nov,28.0,35.0,4
crop:arhar,loc:district:faridpur,Kharif 2,Aug,Nov,28.0,35.0,2
crop:arhar,loc:district:feni,Kharif 2,Aug,Nov,28.0,35.0,2
crop:arhar,loc:district:gaibandha,Kharif 2,Aug,Nov,28.0,35.0,29
crop:arhar,loc:district:gazipur,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:gopalganj,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:habiganj,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:jamalpur,Kharif 2,Aug,Nov,28.0,35.0,2
crop:arhar,loc:district:jashore,Kharif 2,Aug,Nov,28.0,35.0,4
crop:arhar,loc:district:jhallokati,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:jhenaidah,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:joypurhat,Kharif 2,Aug,Nov,28.0,35.0,8
crop:arhar,loc:district:khagrachari,Kharif 2,Aug,Nov,28.0,35.0,9
crop:arhar,loc:district:khulna,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:kishoreganj,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:kurigram,Kharif 2,Aug,Nov,28.0,35.0,18
crop:arhar,loc:district:kushtia,Kharif 2,Aug,Nov,28.0,35.0,43
crop:arhar,loc:district:lakshmipur,Kharif 2,Aug,Nov,28.0,35.0,2
crop:arhar,loc:district:lalmonirhat,Kharif 2,Aug,Nov,28.0,35.0,1
crop:arhar,loc:district:madaripur,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:magura,Kharif 2,Aug,Nov,28.0,35.0,3
crop:arhar,loc:district:manikganj,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:meherpur,Kharif 2,Aug,Nov,28.0,35.0,6
crop:arhar,loc:district:moulvibazar,Kharif 2,Aug,Nov,28.0,35.0,7
crop:arhar,loc:district:munshiganj,Kharif 2,Aug,Nov,28.0,35.0,3
crop:arhar,loc:district:mymensingh,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:naogaon,Kharif 2,Aug,Nov,28.0,35.0,55
crop:arhar,loc:district:narail,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:narayanganj,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:narsingdi,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:natore,Kharif 2,Aug,Nov,28.0,35.0,3
crop:arhar,loc:district:netrokona,Kharif 2,Aug,Nov,28.0,35.0,3
crop:arhar,loc:district:nilphamari,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:noakhali,Kharif 2,Aug,Nov,28.0,35.0,10
crop:arhar,loc:district:pabna,Kharif 2,Aug,Nov,28.0,35.0,5
crop:arhar,loc:district:panchagar,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:patuakhali,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:pirojpur,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:rajbari,Kharif 2,Aug,Nov,28.0,35.0,9
crop:arhar,loc:district:rajshahi,Kharif 2,Aug,Nov,28.0,35.0,1
crop:arhar,loc:district:rangamati,Kharif 2,Aug,Nov,28.0,35.0,80
crop:arhar,loc:district:rangpur,Kharif 2,Aug,Nov,28.0,35.0,61
crop:arhar,loc:district:satkhira,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:shariatpur,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:sherpur,Kharif 2,Aug,Nov,28.0,35.0,3
crop:arhar,loc:district:sirajganj,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:sunamganj,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:sylhet,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:tangail,Kharif 2,Aug,Nov,28.0,35.0,0
crop:arhar,loc:district:thakurgaon,Kharif 2,Aug,Nov,28.0,35.0,14
crop:aus,loc:district:bagerhat,Kharif 1,March,Aug,26.0,72.5,16061
crop:aus,loc:district:bandarban,Kharif 1,March,Aug,26.0,72.5,24465
crop:aus,loc:district:barguna,Kharif 1,March,Aug,26.0,72.5,140059
crop:aus,loc:district:barishal,Kharif 1,March,Aug,26.0,72.5,33829
crop:aus,loc:district:bhola,Kharif 1,March,Aug,26.0,72.5,176699
crop:aus,loc:district:bogura,Kharif 1,March,Aug,26.0,72.5,78226
crop:aus,loc:district:brahmanbaria,Kharif 1,March,Aug,26.0,72.5,29411
crop:aus,loc:district:chandpur,Kharif 1,March,Aug,26.0,72.5,27283
crop:aus,loc:district:chapai-nawabganj,Kharif 1,March,Aug,26.0,72.5,123224
crop:aus,loc:district:chattogram,Kharif 1,March,Aug,26.0,72.5,101908
crop:aus,loc:district:chuadanga,Kharif 1,March,Aug,26.0,72.5,114888
crop:aus,loc:district:coxsbazar,Kharif 1,March,Aug,26.0,72.5,7961
crop:aus,loc:district:cumilla,Kharif 1,March,Aug,26.0,72.5,184858
crop:aus,loc:district:dhaka,Kharif 1,March,Aug,26.0,72.5,1149
crop:aus,loc:district:dinajpur,Kharif 1,March,Aug,26.0,72.5,24277
crop:aus,loc:district:faridpur,Kharif 1,March,Aug,26.0,72.5,13413
crop:aus,loc:district:feni,Kharif 1,March,Aug,26.0,72.5,24428
crop:aus,loc:district:gaibandha,Kharif 1,March,Aug,26.0,72.5,29653
crop:aus,loc:district:gazipur,Kharif 1,March,Aug,26.0,72.5,5147
crop:aus,loc:district:gopalganj,Kharif 1,March,Aug,26.0,72.5,13842
crop:aus,loc:district:habiganj,Kharif 1,March,Aug,26.0,72.5,208130
crop:aus,loc:district:jamalpur,Kharif 1,March,Aug,26.0,72.5,9157
crop:aus,loc:district:jashore,Kharif 1,March,Aug,26.0,72.5,52983
crop:aus,loc:district:jhallokati,Kharif 1,March,Aug,26.0,72.5,42484
crop:aus,loc:district:jhenaidah,Kharif 1,March,Aug,26.0,72.5,106970
crop:aus,loc:district:joypurhat,Kharif 1,March,Aug,26.0,72.5,980
crop:aus,loc:district:khagrachari,Kharif 1,March,Aug,26.0,72.5,11256
crop:aus,loc:district:khulna,Kharif 1,March,Aug,26.0,72.5,4942
crop:aus,loc:district:kishoreganj,Kharif 1,March,Aug,26.0,72.5,69329
crop:aus,loc:district:kurigram,Kharif 1,March,Aug,26.0,72.5,13802
crop:aus,loc:district:kushtia,Kharif 1,March,Aug,26.0,72.5,79121
crop:aus,loc:district:lakshmipur,Kharif 1,March,Aug,26.0,72.5,71060
crop:aus,loc:district:lalmonirhat,Kharif 1,March,Aug,26.0,72.5,28204
crop:aus,loc:district:madaripur,Kharif 1,March,Aug,26.0,72.5,3324
crop:aus,loc:district:magura,Kharif 1,March,Aug,26.0,72.5,12123
crop:aus,loc:district:manikganj,Kharif 1,March,Aug,26.0,72.5,6967
crop:aus,loc:district:meherpur,Kharif 1,March,Aug,26.0,72.5,64047
crop:aus,loc:district:moulvibazar,Kharif 1,March,Aug,26.0,72.5,157404
crop:aus,loc:district:munshiganj,Kharif 1,March,Aug,26.0,72.5,401
crop:aus,loc:district:mymensingh,Kharif 1,March,Aug,26.0,72.5,54574
crop:aus,loc:district:naogaon,Kharif 1,March,Aug,26.0,72.5,171272
crop:aus,loc:district:narail,Kharif 1,March,Aug,26.0,72.5,19174
crop:aus,loc:district:narayanganj,Kharif 1,March,Aug,26.0,72.5,5646
crop:aus,loc:district:narsingdi,Kharif 1,March,Aug,26.0,72.5,4071
crop:aus,loc:district:natore,Kharif 1,March,Aug,26.0,72.5,27651
crop:aus,loc:district:netrokona,Kharif 1,March,Aug,26.0,72.5,3470
crop:aus,loc:district:nilphamari,Kharif 1,March,Aug,26.0,72.5,3565
crop:aus,loc:district:noakhali,Kharif 1,March,Aug,26.0,72.5,86027
crop:aus,loc:district:pabna,Kharif 1,March,Aug,26.0,72.5,50334
crop:aus,loc:district:panchagar,Kharif 1,March,Aug,26.0,72.5,6185
crop:aus,loc:district:patuakhali,Kharif 1,March,Aug,26.0,72.5,84711
crop:aus,loc:district:pirojpur,Kharif 1,March,Aug,26.0,72.5,32164
crop:aus,loc:district:rajbari,Kharif 1,March,Aug,26.0,72.5,4485
crop:aus,loc:district:rajshahi,Kharif 1,March,Aug,26.0,72.5,125445
crop:aus,loc:district:rangamati,Kharif 1,March,Aug,26.0,72.5,9091
crop:aus,loc:district:rangpur,Kharif 1,March,Aug,26.0,72.5,71011
crop:aus,loc:district:satkhira,Kharif 1,March,Aug,26.0,72.5,22530
crop:aus,loc:district:shariatpur,Kharif 1,March,Aug,26.0,72.5,30321
crop:aus,loc:district:sherpur,Kharif 1,March,Aug,26.0,72.5,12190
crop:aus,loc:district:sirajganj,Kharif 1,March,Aug,26.0,72.5,27070
crop:aus,loc:district:sunamganj,Kharif 1,March,Aug,26.0,72.5,55001
crop:aus,loc:district:sylhet,Kharif 1,March,Aug,26.0,72.5,196721
crop:aus,loc:district:tangail,Kharif 1,March,Aug,26.0,72.5,2569
crop:aus,loc:district:thakurgaon,Kharif 1,March,Aug,26.0,72.5,65964
crop:banana,loc:district:bagerhat,Rabi,Jan,Jan,25.0,80.0,8637
crop:banana,loc:district:bandarban,Rabi,Jan,Jan,25.0,80.0,18430
crop:banana,loc:district:barguna,Rabi,Jan,Jan,25.0,80.0,1397
crop:banana,loc:district:barishal,Rabi,Jan,Jan,25.0,80.0,5781
crop:banana,loc:district:bhola,Rabi,Jan,Jan,25.0,80.0,2039
crop:banana,loc:district:bogura,Rabi,Jan,Jan,25.0,80.0,20335
crop:banana,loc:district:brahmanbaria,Rabi,Jan,Jan,25.0,80.0,1030
crop:banana,loc:district:chandpur,Rabi,Jan,Jan,25.0,80.0,5131
crop:banana,loc:district:chapai-nawabganj,Rabi,Jan,Jan,25.0,80.0,3395
crop:banana,loc:district:chattogram,Rabi,Jan,Jan,25.0,80.0,14513
crop:banana,loc:district:chuadanga,Rabi,Jan,Jan,25.0,80.0,17999
crop:banana,loc:district:coxsbazar,Rabi,Jan,Jan,25.0,80.0,2315
crop:banana,loc:district:cumilla,Rabi,Jan,Jan,25.0,80.0,3930
crop:banana,loc:district:dhaka,Rabi,Jan,Jan,25.0,80.0,4075
crop:banana,loc:district:dinajpur,Rabi,Jan,Jan,25.0,80.0,28912
crop:banana,loc:district:faridpur,Rabi,Jan,Jan,25.0,80.0,624
crop:banana,loc:district:feni,Rabi,Jan,Jan,25.0,80.0,2155
crop:banana,loc:district:gaibandha,Rabi,Jan,Jan,25.0,80.0,62407
crop:banana,loc:district:gazipur,Rabi,Jan,Jan,25.0,80.0,9163
crop:banana,loc:district:gopalganj,Rabi,Jan,Jan,25.0,80.0,5384
crop:banana,loc:district:habiganj,Rabi,Jan,Jan,25.0,80.0,775
crop:banana,loc:district:jamalpur,Rabi,Jan,Jan,25.0,80.0,7323
crop:banana,loc:district:jashore,Rabi,Jan,Jan,25.0,80.0,10150
crop:banana,loc:district:jhallokati,Rabi,Jan,Jan,25.0,80.0,9500
crop:banana,loc:district:jhenaidah,Rabi,Jan,Jan,25.0,80.0,50351
crop:banana,loc:district:joypurhat,Rabi,Jan,Jan,25.0,80.0,3055
crop:banana,loc:district:khagrachari,Rabi,Jan,Jan,25.0,80.0,26938
crop:banana,loc:district:khulna,Rabi,Jan,Jan,25.0,80.0,5123
crop:banana,loc:district:kishoreganj,Rabi,Jan,Jan,25.0,80.0,11557
crop:banana,loc:district:kurigram,Rabi,Jan,Jan,25.0,80.0,5296
crop:banana,loc:district:kushtia,Rabi,Jan,Jan,25.0,80.0,36962
crop:banana,loc:district:lakshmipur,Rabi,Jan,Jan,25.0,80.0,12432
crop:banana,loc:district:lalmonirhat,Rabi,Jan,Jan,25.0,80.0,3001
crop:banana,loc:district:madaripur,Rabi,Jan,Jan,25.0,80.0,12195
crop:banana,loc:district:magura,Rabi,Jan,Jan,25.0,80.0,14819
crop:banana,loc:district:manikganj,Rabi,Jan,Jan,25.0,80.0,1966
crop:banana,loc:district:meherpur,Rabi,Jan,Jan,25.0,80.0,37399
crop:banana,loc:district:moulvibazar,Rabi,Jan,Jan,25.0,80.0,1423
crop:banana,loc:district:munshiganj,Rabi,Jan,Jan,25.0,80.0,647
crop:banana,loc:district:mymensingh,Rabi,Jan,Jan,25.0,80.0,36200
crop:banana,loc:district:naogaon,Rabi,Jan,Jan,25.0,80.0,13864
crop:banana,loc:district:narail,Rabi,Jan,Jan,25.0,80.0,4394
crop:banana,loc:district:narayanganj,Rabi,Jan,Jan,25.0,80.0,1000
crop:banana,loc:district:narsingdi,Rabi,Jan,Jan,25.0,80.0,25074
crop:banana,loc:district:natore,Rabi,Jan,Jan,25.0,80.0,14360
crop:banana,loc:district:netrokona,Rabi,Jan,Jan,25.0,80.0,4588
crop:banana,loc:district:nilphamari,Rabi,Jan,Jan,25.0,80.0,3672
crop:banana,loc:district:noakhali,Rabi,Jan,Jan,25.0,80.0,3493
crop:banana,loc:district:pabna,Rabi,Jan,Jan,25.0,80.0,5564
crop:banana,loc:district:panchagar,Rabi,Jan,Jan,25.0,80.0,5070
crop:banana,loc:district:patuakhali,Rabi,Jan,Jan,25.0,80.0,1885
crop:banana,loc:district:pirojpur,Rabi,Jan,Jan,25.0,80.0,13454
crop:banana,loc:district:rajbari,Rabi,Jan,Jan,25.0,80.0,6258
crop:banana,loc:district:rajshahi,Rabi,Jan,Jan,25.0,80.0,47822
crop:banana,loc:district:rangamati,Rabi,Jan,Jan,25.0,80.0,42734
crop:banana,loc:district:rangpur,Rabi,Jan,Jan,25.0,80.0,13041
crop:banana,loc:district:satkhira,Rabi,Jan,Jan,25.0,80.0,6240
crop:banana,loc:district:shariatpur,Rabi,Jan,Jan,25.0,80.0,1563
crop:banana,loc:district:sherpur,Rabi,Jan,Jan,25.0,80.0,3480
crop:banana,loc:district:sirajganj,Rabi,Jan,Jan,25.0,80.0,4354
crop:banana,loc:district:sunamganj,Rabi,Jan,Jan,25.0,80.0,1949
crop:banana,loc:district:sylhet,Rabi,Jan,Jan,25.0,80.0,3341
crop:banana,loc:district:tangail,Rabi,Jan,Jan,25.0,80.0,88314
crop:banana,loc:district:thakurgaon,Rabi,Jan,Jan,25.0,80.0,5855
crop:barbati,loc:district:bagerhat,Kharif 2,Sep,December to April,25.0,72.5,545
crop:barbati,loc:district:bandarban,Kharif 2,Sep,December to April,25.0,72.5,414
crop:barbati,loc:district:barguna,Kharif 2,Sep,December to April,25.0,72.5,129
crop:barbati,loc:district:barishal,Kharif 2,Sep,December to April,25.0,72.5,438
crop:barbati,loc:district:bhola,Kharif 2,Sep,December to April,25.0,72.5,477
crop:barbati,loc:district:bogura,Kharif 2,Sep,December to April,25.0,72.5,605
crop:barbati,loc:district:brahmanbaria,Kharif 2,Sep,December to April,25.0,72.5,322
crop:barbati,loc:district:chandpur,Kharif 2,Sep,December to April,25.0,72.5,53
crop:barbati,loc:district:chapai-nawabganj,Kharif 2,Sep,December to April,25.0,72.5,95
crop:barbati,loc:district:chattogram,Kharif 2,Sep,December to April,25.0,72.5,2899
crop:barbati,loc:district:chuadanga,Kharif 2,Sep,December to April,25.0,72.5,1585
crop:barbati,loc:district:coxsbazar,Kharif 2,Sep,December to April,25.0,72.5,617
crop:barbati,loc:district:cumilla,Kharif 2,Sep,December to April,25.0,72.5,878
crop:barbati,loc:district:dhaka,Kharif 2,Sep,December to April,25.0,72.5,924
crop:barbati,loc:district:dinajpur,Kharif 2,Sep,December to April,25.0,72.5,312
